step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrg,nameDest,oldbalanceDest,newbalanceDest,isFraud
236,CASH_OUT,194636.07,C5440968067,2219455.83,2024819.76,C9640540902,3032385.55,3227021.6199999996,1
452,PAYMENT,41964.67,C6761593997,1742228.52,1700263.85,M9068469152,0.0,0.0,0
420,CASH_IN,277260.5,C5612196865,2422557.56,2699818.06,C1853920453,3450127.34,3727387.84,0
275,CASH_IN,418199.19,C9491474924,3641213.71,4059412.9,C7257934545,4156407.07,4574606.26,0
157,PAYMENT,482370.04,C4523268469,3639937.19,3157567.15,M6476898738,0.0,0.0,0
441,CASH_OUT,10731.12,C5253859828,1418083.66,1407352.5399999998,C9869887937,4660881.09,4671612.21,1
17,CASH_OUT,199914.34,C4558209642,1164470.64,964556.2999999999,C1311794923,1194716.9,1394631.24,0
31,PAYMENT,33365.72,C1569018381,676357.32,642991.6,M2701295214,0.0,0.0,0
324,CASH_OUT,150995.3,C7456086449,139249.61,0.0,C2859285793,754861.59,905856.8899999999,0
419,CASH_IN,389600.65,C7895830110,2083205.78,2472806.43,C4859652920,1739709.85,2129310.5,1
337,PAYMENT,192150.19,C3289839264,578958.07,386807.87999999995,M8122075037,0.0,0.0,0
161,CASH_OUT,26042.75,C6361408757,1535064.33,1509021.58,C8380814055,4347509.55,4373552.3,0
100,CASH_OUT,313767.52,C8061626177,4334489.81,4020722.2899999996,C5522792260,1213516.66,1527284.18,0
205,CASH_IN,309058.31,C8932341800,1112110.77,1421169.08,C2453667361,2807320.06,3116378.37,0
4,CASH_OUT,169694.42,C1684442154,3981893.47,3812199.0500000003,C8121417212,3532206.85,3701901.27,0
358,CASH_OUT,309590.04,C6917325888,1874915.55,1565325.51,C8689146249,315302.41,624892.45,0
378,CASH_OUT,418247.01,C4157827404,1660959.28,1242712.27,C8849175951,1530523.39,1948770.4,1
161,CASH_OUT,34582.59,C1573954373,2221733.07,2187150.48,C9225837193,118895.83,153478.41999999998,0
374,CASH_OUT,86984.51,C6374992232,4710422.9,4623438.390000001,C6287768371,2231668.89,2318653.4,0
425,CASH_IN,459922.37,C4229787282,4240246.04,4700168.41,C2282482038,1407578.56,1867500.9300000002,1
1,PAYMENT,336353.01,C1507289023,622323.08,285970.06999999995,M6805931556,0.0,0.0,0
139,CASH_OUT,224955.9,C7683474375,729242.75,504286.85,C1960727000,2019309.01,2244264.91,0
399,PAYMENT,46114.08,C8974291464,2565980.78,2519866.6999999997,M5253078536,0.0,0.0,1
414,CASH_OUT,306811.15,C3113361941,242013.47,0.0,C6886703787,2058126.37,2364937.52,0
359,CASH_IN,281345.06,C9065116088,3383088.75,3664433.81,C1410612717,3748761.58,4030106.64,0
34,CASH_OUT,397523.75,C5970049807,37160.54,0.0,C6502665089,1021531.02,1419054.77,0
180,PAYMENT,85536.06,C4434967029,2274140.27,2188604.21,M6247323805,0.0,0.0,0
126,PAYMENT,198052.51,C9880007488,2060282.65,1862230.14,M3475234439,0.0,0.0,0
470,CASH_IN,368571.06,C2271672188,3691670.54,4060241.6,C5780079886,4158064.56,4526635.62,0
67,CASH_IN,427897.39,C4640005362,1724478.77,2152376.16,C9416829974,1628667.84,2056565.23,0
220,PAYMENT,397205.75,C7490100439,2302000.08,1904794.33,M5636626662,0.0,0.0,0
23,PAYMENT,255703.97,C4501422546,2633947.87,2378243.9,M4266485894,0.0,0.0,1
423,CASH_OUT,356816.09,C6787817817,981513.44,624697.3499999999,C4317561467,4863506.62,5220322.71,1
237,CASH_IN,489430.41,C5300321321,149751.09,639181.5,C5993917182,1209669.64,1699100.0499999998,0
358,PAYMENT,331060.67,C1015112743,323244.97,0.0,M7183441241,0.0,0.0,1
434,CASH_IN,182719.23,C7709407452,2224686.88,2407406.11,C2750352489,2331437.22,2514156.45,0
174,PAYMENT,20116.73,C7861205965,1706182.75,1686066.02,M3140525951,0.0,0.0,0
266,CASH_OUT,494530.01,C6263545622,2974848.74,2480318.7300000004,C4928413280,4433448.83,4927978.84,0
452,CASH_OUT,300828.45,C6715357863,867791.77,566963.3200000001,C8519687687,4409009.88,4709838.33,1
179,PAYMENT,239474.53,C3614190845,4483846.33,4244371.8,M4233677802,0.0,0.0,0
57,CASH_OUT,454765.68,C4794070727,150030.45,0.0,C5534886212,3038699.13,3493464.81,1
62,CASH_IN,139255.38,C5962101151,1400222.16,1539477.54,C4639562814,1383665.46,1522920.8399999999,0
428,CASH_IN,345808.07,C6223739591,317245.73,663053.8,C1917551671,4773869.16,5119677.23,0
252,CASH_IN,14532.31,C1556674244,4667390.85,4681923.159999999,C5299820609,4785703.28,4800235.59,0
97,CASH_OUT,312032.88,C7272393592,2843183.66,2531150.7800000003,C1839469047,2591518.97,2903551.85,1
221,CASH_OUT,497930.7,C4443947176,649670.3,151739.60000000003,C5148390067,2453744.97,2951675.6700000004,0
29,CASH_IN,31531.87,C4556381522,2280055.94,2311587.81,C8336185129,4382640.0,4414171.87,0
69,CASH_OUT,457482.8,C1875490062,2169917.25,1712434.45,C5017650774,2845874.56,3303357.36,0
175,PAYMENT,60907.96,C8432956663,788661.86,727753.9,M4287663932,0.0,0.0,0
94,PAYMENT,15702.93,C8236325039,1896657.61,1880954.6800000002,M2465402085,0.0,0.0,0
197,CASH_OUT,210801.6,C2238181031,3219138.3,3008336.6999999997,C8621088533,3299316.44,3510118.04,0
74,CASH_IN,134835.01,C5719462468,2118547.48,2253382.49,C8057927582,247225.04,382060.05000000005,0
467,CASH_IN,284210.7,C7179527903,4134439.95,4418650.65,C6936934054,1783942.35,2068153.05,1
86,CASH_IN,169003.31,C9523888542,3889794.6,4058797.91,C6185668514,3538577.65,3707580.96,0
49,PAYMENT,236946.93,C5636878044,2324568.65,2087621.72,M1463579111,0.0,0.0,1
251,CASH_OUT,140193.67,C1093523505,1073238.95,933045.2799999999,C1663681029,3892945.19,4033138.86,0
343,CASH_IN,362236.38,C8483722259,3565333.99,3927570.37,C9013372716,1269370.16,1631606.54,0
410,CASH_OUT,131767.43,C6194537680,4267370.66,4135603.23,C8265994069,3808249.95,3940017.3800000004,0
324,PAYMENT,162615.49,C7335959172,1183130.03,1020514.54,M7680127085,0.0,0.0,1
115,CASH_OUT,254364.72,C1584259110,1149498.43,895133.71,C8692381678,46182.59,300547.31,0
372,PAYMENT,66428.48,C3786492658,2067932.47,2001503.99,M1116875724,0.0,0.0,0
295,CASH_OUT,180078.26,C2873840810,3152589.4,2972511.1399999997,C3195188853,141978.92,322057.18000000005,0
185,CASH_IN,363123.53,C1634227805,1200553.1,1563676.6300000001,C8072512332,1154805.19,1517928.72,0
170,CASH_IN,402507.29,C3980267512,786287.92,1188795.21,C4806520202,2769099.16,3171606.45,0
331,CASH_OUT,123217.35,C9988578398,4009302.9,3886085.55,C1909986359,2233820.02,2357037.37,0
298,CASH_IN,423005.15,C6247102439,22256.85,445262.0,C8818754186,2380242.57,2803247.7199999997,0
67,CASH_OUT,85484.77,C6352587174,3497887.4,3412402.63,C4261453653,3393811.56,3479296.33,0
435,CASH_OUT,188355.37,C6335307129,1828869.28,1640513.9100000001,C5460097397,4609171.1,4797526.47,0
446,CASH_OUT,122695.21,C7254051174,2199518.1,2076822.8900000001,C8115563940,240896.52,363591.73,0
57,PAYMENT,269616.96,C4833939283,2628446.36,2358829.4,M4487631913,0.0,0.0,0
36,CASH_IN,339165.25,C1910073770,52287.52,391452.77,C1889452575,3161248.76,3500414.01,0
87,CASH_OUT,64727.56,C5327512819,647419.21,582691.6499999999,C6845755067,1377412.3,1442139.86,0
37,PAYMENT,146399.47,C2072189523,2825832.75,2679433.28,M7012452433,0.0,0.0,0
231,CASH_OUT,483085.64,C9363272839,2159431.45,1676345.81,C2994909567,1942809.57,2425895.21,0
229,CASH_OUT,26376.94,C9213040835,392486.14,366109.2,C5212979313,3586175.48,3612552.42,0
478,CASH_IN,56401.36,C5381806386,1652889.07,1709290.4300000002,C7651201148,1932610.78,1989012.1400000001,0
351,CASH_OUT,265862.34,C5947869347,2911200.3,2645337.96,C5623024171,2437671.42,2703533.76,1
223,PAYMENT,374369.76,C1716615607,1151104.97,776735.21,M4434780309,0.0,0.0,1
18,CASH_IN,145403.29,C8894651381,1560955.95,1706359.24,C9062493480,849372.87,994776.16,0
227,CASH_IN,221283.36,C3027308288,3313268.61,3534551.9699999997,C9145239828,2068308.41,2289591.77,1
146,CASH_OUT,1298.87,C3476391597,4882860.98,4881562.11,C1182761274,2842508.73,2843807.6,0
444,CASH_OUT,1099.2,C4669134740,1521798.34,1520699.1400000001,C5427021008,4448057.85,4449157.05,0
3,PAYMENT,69933.24,C6610963584,2968338.68,2898405.44,M6229099674,0.0,0.0,0
417,CASH_IN,8222.53,C1960967149,427830.47,436053.0,C8657226186,746598.69,754821.22,0
5,CASH_IN,221349.38,C6578419959,3940999.59,4162348.9699999997,C1431280960,1844558.19,2065907.5699999998,1
481,CASH_IN,312955.71,C6533951054,1782108.28,2095063.99,C4257092235,3244455.26,3557410.9699999997,0
140,PAYMENT,398209.98,C8050905794,2388241.02,1990031.04,M2639396328,0.0,0.0,0
429,PAYMENT,15664.53,C1836998130,3606349.89,3590685.3600000003,M2165750136,0.0,0.0,0
272,PAYMENT,139467.65,C9116467358,4898686.6,4759218.949999999,M6914250586,0.0,0.0,0
204,CASH_IN,369842.27,C1518155716,4895948.16,5265790.43,C7721048551,2475836.27,2845678.54,0
210,CASH_OUT,232032.91,C4366119214,1616686.92,1384654.01,C6918991407,1463920.11,1695953.02,0
10,PAYMENT,169093.7,C7027079947,597844.05,428750.35000000003,M1005885337,0.0,0.0,1
176,PAYMENT,465651.82,C5876219130,4168007.14,3702355.3200000003,M8058809602,0.0,0.0,0
17,CASH_IN,415106.75,C6470598897,4023673.01,4438779.76,C3163659651,1959602.8,2374709.55,0
476,PAYMENT,168575.04,C7874462245,1078553.77,909978.73,M9997140226,0.0,0.0,0
479,CASH_OUT,474439.06,C4512211738,1632104.45,1157665.39,C4733393828,1973061.19,2447500.25,1
208,CASH_OUT,92140.98,C5960420989,1883520.66,1791379.68,C4190327997,4701961.92,4794102.9,0
102,PAYMENT,71222.27,C8269907722,3797643.3,3726421.03,M2809583002,0.0,0.0,0
19,CASH_IN,409837.45,C7690714327,135573.35,545410.8,C5070131467,1954186.03,2364023.48,0
436,PAYMENT,352438.35,C8455106704,2552952.58,2200514.23,M5305044031,0.0,0.0,0
377,CASH_OUT,240364.06,C2874654642,1248973.92,1008609.8599999999,C7833523910,3000713.49,3241077.5500000003,1
496,PAYMENT,324369.63,C2113646867,4706399.45,4382029.82,M1831628580,0.0,0.0,0
138,CASH_OUT,334634.07,C9101650186,789310.88,454676.81,C7299032477,1168950.23,1503584.3,1
225,PAYMENT,254619.75,C5078028984,3138766.21,2884146.46,M7711315512,0.0,0.0,0
452,PAYMENT,59911.41,C8457414391,4331286.22,4271374.81,M3912364306,0.0,0.0,0
142,CASH_OUT,53398.52,C3479716929,680968.21,627569.69,C9823740664,462926.25,516324.77,0
196,CASH_OUT,455530.44,C4752145531,1523623.93,1068093.49,C7359577207,1444991.2,1900521.64,1
163,CASH_IN,242005.86,C3181069927,1291516.88,1533522.7399999998,C3193719949,4940246.9,5182252.760000001,0
239,PAYMENT,243397.95,C2611133314,3282854.16,3039456.21,M7514967801,0.0,0.0,0
57,CASH_IN,181099.57,C5948105606,4630803.78,4811903.350000001,C2583705775,1517901.75,1699001.32,0
422,PAYMENT,359379.72,C7496797529,4397855.84,4038476.12,M3296534545,0.0,0.0,0
249,PAYMENT,452677.02,C3120974877,27364.25,0.0,M5043093126,0.0,0.0,0
30,PAYMENT,386496.56,C5785064824,3170610.09,2784113.53,M1332086051,0.0,0.0,0
149,CASH_OUT,448556.86,C7803453103,2639635.78,2191078.92,C8660934690,2160058.3,2608615.1599999997,0
261,CASH_IN,461031.8,C4734243223,3377277.5,3838309.3,C9538167139,838081.17,1299112.97,0
51,PAYMENT,151835.97,C6114534688,1821159.43,1669323.46,M7865243687,0.0,0.0,0
349,CASH_OUT,318880.54,C7130635923,2239693.59,1920813.0499999998,C8987068140,4310941.59,4629822.13,1
460,PAYMENT,108862.6,C5502787633,738212.9,629350.3,M7241624585,0.0,0.0,1
123,PAYMENT,379701.82,C6063696109,2218421.6,1838719.78,M3435635768,0.0,0.0,0
229,CASH_OUT,393964.57,C5980309192,819525.56,425560.99000000005,C2516685359,1431993.13,1825957.7,0
285,CASH_OUT,55487.02,C3425809552,3310384.67,3254897.65,C4425191657,4618869.28,4674356.3,0
276,CASH_IN,28233.7,C6701024066,4292667.66,4320901.36,C6760728769,3256140.68,3284374.3800000004,0
190,PAYMENT,66299.51,C5876879430,4502573.82,4436274.3100000005,M1654610462,0.0,0.0,0
19,CASH_OUT,77639.67,C4511127787,3949791.99,3872152.3200000003,C5138338767,1885475.56,1963115.23,0
314,PAYMENT,174608.77,C8211834921,4841566.02,4666957.25,M7598234425,0.0,0.0,0
432,CASH_OUT,184547.94,C2999879550,3283663.56,3099115.62,C8861831749,1534813.71,1719361.65,1
92,PAYMENT,365812.41,C2492886408,2540521.07,2174708.6599999997,M5024955377,0.0,0.0,0
24,CASH_IN,454369.07,C8769205351,933270.05,1387639.12,C3137199492,1180601.63,1634970.7,0
126,PAYMENT,64957.83,C3526703145,4721930.88,4656973.05,M7705196476,0.0,0.0,0
372,PAYMENT,254672.4,C6510874271,3838245.84,3583573.44,M6239992165,0.0,0.0,0
167,PAYMENT,395706.41,C8037230885,4561661.98,4165955.5700000003,M1476193763,0.0,0.0,0
310,CASH_IN,49479.4,C1542884484,1664766.75,1714246.15,C1326274410,664312.71,713792.11,1
480,PAYMENT,127980.55,C1383727148,2410975.24,2282994.6900000004,M4729100033,0.0,0.0,0
8,CASH_IN,249407.57,C2504365644,2265677.71,2515085.28,C1731587379,4153872.72,4403280.29,1
210,CASH_OUT,265362.7,C5396826662,4163047.0,3897684.3,C3643619257,3467660.22,3733022.9200000004,0
246,CASH_IN,268592.71,C3544181338,3048030.76,3316623.4699999997,C1520056980,2860918.75,3129511.46,0
12,CASH_IN,50858.05,C2352316042,1515396.69,1566254.74,C2506878359,765080.87,815938.92,0
448,PAYMENT,458103.57,C5511874472,3191529.31,2733425.74,M4085911393,0.0,0.0,1
382,CASH_OUT,203771.32,C8919875384,4422347.88,4218576.56,C3537430368,1921490.39,2125261.71,0
390,CASH_OUT,29400.44,C1808530838,3386312.32,3356911.88,C1036456418,3538747.2,3568147.64,0
84,CASH_OUT,196521.27,C4948046746,933628.66,737107.39,C7462178711,4232510.31,4429031.579999999,0
149,CASH_IN,10443.23,C3764822567,4716541.58,4726984.8100000005,C8227742594,516198.3,526641.53,1
376,CASH_IN,455932.18,C1273354794,3375030.18,3830962.3600000003,C9633888901,1326763.17,1782695.3499999999,0
300,PAYMENT,9472.45,C8645396356,4810691.71,4801219.26,M2773089412,0.0,0.0,0
446,CASH_OUT,309678.38,C4836851414,3418721.84,3109043.46,C3822197815,3633861.13,3943539.51,0
473,PAYMENT,206397.16,C7185182795,1429781.9,1223384.74,M4875115225,0.0,0.0,0
176,CASH_IN,374819.48,C8276645815,180373.55,555193.03,C8406091082,3315937.83,3690757.31,0
460,CASH_IN,291964.01,C2649663671,2298779.0,2590743.01,C6530991176,1088365.39,1380329.4,0
114,CASH_OUT,167107.39,C1040417768,4284379.86,4117272.47,C1651653367,2939105.28,3106212.67,0
224,CASH_IN,113753.05,C9521161787,869482.12,983235.17,C9584740625,2623003.46,2736756.51,1
311,PAYMENT,312711.19,C1643385753,3947941.68,3635230.49,M9087375337,0.0,0.0,0
215,PAYMENT,77116.92,C8384761251,1061739.61,984622.6900000001,M1873572151,0.0,0.0,0
358,CASH_IN,491526.91,C9296054816,1464564.08,1956090.99,C8764295698,160833.32,652360.23,0
284,CASH_OUT,102763.12,C7531167450,504888.76,402125.64,C7922530213,2866282.66,2969045.7800000003,0
365,PAYMENT,294072.12,C2467065988,1947703.99,1653631.87,M4182010791,0.0,0.0,0
179,CASH_IN,311035.14,C7366013716,114829.67,425864.81,C6434755172,315623.48,626658.62,0
241,PAYMENT,113848.47,C8758056251,846042.16,732193.6900000001,M1600945836,0.0,0.0,1
281,CASH_IN,176990.8,C5776543878,574025.35,751016.1499999999,C5111332805,4538554.67,4715545.47,1
373,CASH_IN,49759.36,C6287980648,1249978.68,1299738.04,C5204302302,1922888.74,1972648.1,1
266,PAYMENT,466156.41,C6224425250,2825232.63,2359076.2199999997,M5618666131,0.0,0.0,0
115,CASH_OUT,468051.44,C7764700231,606428.03,138376.59000000003,C6391120803,2056417.73,2524469.17,0
301,CASH_IN,266722.62,C8518860275,2725324.71,2992047.33,C2571680816,4340663.63,4607386.25,0
356,CASH_IN,272655.8,C1131259232,3799746.52,4072402.32,C3471639367,2756225.2,3028881.0,1
196,PAYMENT,238168.66,C5998430944,2832433.08,2594264.42,M3021792115,0.0,0.0,0
272,PAYMENT,469133.97,C6996931984,497101.88,27967.910000000033,M1409665561,0.0,0.0,0
164,CASH_OUT,236613.5,C2459410143,2357636.9,2121023.4,C5784248876,2953094.87,3189708.37,0
199,PAYMENT,122171.43,C2819202600,3780346.93,3658175.5,M5362834464,0.0,0.0,1
43,CASH_OUT,194963.18,C4445908706,1632396.39,1437433.21,C3609172234,3163421.64,3358384.8200000003,0
269,PAYMENT,340591.31,C4254014670,4529691.45,4189100.14,M4336156760,0.0,0.0,0
466,CASH_IN,20875.57,C9937213979,1573150.46,1594026.03,C4826228598,476756.16,497631.73,0
173,CASH_IN,321490.93,C5275100947,2225212.73,2546703.66,C8749001172,4196445.11,4517936.04,0
456,CASH_OUT,441499.23,C7302116706,4957833.32,4516334.09,C6214300859,1186063.95,1627563.18,0
89,CASH_OUT,49014.26,C3106848851,4644070.56,4595056.3,C5519043760,1717604.07,1766618.33,0
302,CASH_IN,371881.14,C6576450406,4972121.53,5344002.67,C7615592866,2843977.54,3215858.68,0
453,CASH_IN,239549.89,C4002340845,2496024.9,2735574.79,C6464773235,2508944.33,2748494.22,0
206,PAYMENT,409047.62,C1882861115,4792518.93,4383471.31,M8550131561,0.0,0.0,1
129,PAYMENT,352863.53,C7453536576,1673282.37,1320418.84,M7930856222,0.0,0.0,0
479,CASH_OUT,306997.05,C2713046793,3055023.63,2748026.58,C6853525088,4368361.29,4675358.34,0
17,CASH_IN,104413.23,C3866718344,4933799.35,5038212.58,C1959774194,449303.93,553717.16,0
463,PAYMENT,419206.59,C4554162852,1216578.57,797371.98,M3287460568,0.0,0.0,0
244,CASH_IN,449671.76,C9081973049,3569686.88,4019358.6399999997,C5534289723,857190.01,1306861.77,0
434,CASH_OUT,137251.85,C9541878101,1974242.27,1836990.42,C3655772120,1927434.81,2064686.6600000001,1
296,PAYMENT,419013.78,C5417231502,1160805.11,741791.3300000001,M1182249630,0.0,0.0,0
189,PAYMENT,247318.29,C4125118242,935363.03,688044.74,M9399788241,0.0,0.0,0
231,CASH_OUT,471983.71,C5896726958,1716337.11,1244353.4000000001,C8412163354,1644517.17,2116500.88,1
207,CASH_OUT,105871.45,C7570836286,4211824.08,4105952.63,C5240944039,2720757.92,2826629.37,1
143,CASH_OUT,175803.37,C6453944367,3983695.59,3807892.2199999997,C8561379306,2440609.87,2616413.24,0
15,CASH_OUT,136563.2,C3189340872,2878872.95,2742309.75,C8259588993,1198977.43,1335540.63,0
91,CASH_OUT,139077.04,C9952275456,3769127.32,3630050.28,C5907171525,1430197.88,1569274.92,1
493,CASH_IN,74609.41,C4083558193,406041.18,480650.58999999997,C7838031232,1508333.18,1582942.5899999999,1
62,CASH_OUT,484468.26,C2850317850,2607824.04,2123355.7800000003,C3220539382,1048854.54,1533322.8,0
357,CASH_IN,338740.74,C6696930705,2276646.45,2615387.1900000004,C9525718010,3936441.32,4275182.06,0
421,PAYMENT,348007.67,C3519907758,2473336.26,2125328.59,M6762075735,0.0,0.0,0
22,PAYMENT,321781.54,C8474261600,1767232.21,1445450.67,M9224493206,0.0,0.0,0
301,PAYMENT,142987.63,C7413908813,884725.35,741737.72,M7037020839,0.0,0.0,1
101,CASH_IN,189579.21,C5344430501,1089629.65,1279208.8599999999,C4103419504,2659664.83,2849244.04,1
359,CASH_OUT,463483.33,C3611517201,1739420.79,1275937.46,C7119879558,4670033.09,5133516.42,0
290,CASH_IN,436276.67,C8793831131,347779.91,784056.58,C6247801153,3385163.72,3821440.39,0
238,PAYMENT,448131.5,C5544607071,3134402.7,2686271.2,M6118611820,0.0,0.0,0
383,CASH_IN,146826.63,C7501563035,4721040.21,4867866.84,C6714125762,879367.66,1026194.29,0
188,CASH_OUT,387378.05,C5717890640,293971.1,0.0,C2815171385,1930867.02,2318245.07,0
323,PAYMENT,72466.75,C2834292275,3566437.19,3493970.44,M2134070282,0.0,0.0,0
497,CASH_IN,269460.94,C3528241045,4225532.67,4494993.61,C8747770502,4317155.55,4586616.49,1
339,CASH_IN,204392.1,C6550499932,2455404.4,2659796.5,C9909938766,513428.18,717820.28,0
126,PAYMENT,305392.62,C9486077865,3108433.71,2803041.09,M2890783963,0.0,0.0,0
348,CASH_IN,234846.99,C3055093118,4737652.08,4972499.07,C7185980021,3182162.06,3417009.05,1
27,CASH_IN,437498.46,C6737372618,4242186.03,4679684.49,C7842511616,3871685.2,4309183.66,0
194,PAYMENT,109388.71,C3398725315,2707031.94,2597643.23,M3883989248,0.0,0.0,0
151,PAYMENT,182670.0,C5482855920,808939.8,626269.8,M8449039850,0.0,0.0,1
218,CASH_OUT,358230.64,C6787438450,3096773.27,2738542.63,C7575425185,3142456.92,3500687.56,0
361,CASH_OUT,321339.12,C3234137087,3697311.8,3375972.6799999997,C8278435269,571705.63,893044.75,0
47,CASH_IN,142681.59,C5412907716,2234630.23,2377311.82,C3016294149,586127.35,728808.94,1
371,CASH_IN,241205.25,C5217787450,1203244.11,1444449.36,C4445866884,4267032.41,4508237.66,0
308,CASH_IN,211009.01,C1728873716,301078.62,512087.63,C8056596607,4409236.67,4620245.68,0
45,CASH_IN,219399.67,C7550318139,4240000.7,4459400.37,C2427792462,1152155.14,1371554.8099999998,1
138,CASH_OUT,403194.24,C7169420552,2966012.4,2562818.16,C8460077560,3587056.22,3990250.46,0
174,PAYMENT,316537.65,C5732936804,365091.11,48553.45999999996,M5670447683,0.0,0.0,1
445,CASH_IN,70167.94,C7571066127,4239971.05,4310138.99,C8947980043,691986.73,762154.6699999999,0
119,CASH_IN,11320.95,C1178921771,3656895.52,3668216.47,C3490015653,4465573.8,4476894.75,0
484,CASH_IN,75182.21,C6150297029,1220748.3,1295930.51,C9723540874,3757707.28,3832889.4899999998,0
254,PAYMENT,488701.63,C7094732433,3850610.78,3361909.15,M4456009607,0.0,0.0,0
81,CASH_IN,379527.94,C6937225439,1064665.73,1444193.67,C1074755334,918339.79,1297867.73,0
438,PAYMENT,403668.89,C3924342308,860516.93,456848.04000000004,M9756146473,0.0,0.0,0
430,CASH_IN,409240.5,C4701345286,4342702.62,4751943.12,C4564338645,4448522.74,4857763.24,0
80,PAYMENT,298171.42,C6992609336,6916.93,0.0,M1065409614,0.0,0.0,1
477,CASH_OUT,197834.73,C5272877941,3429338.69,3231503.96,C8150038786,4224418.13,4422252.86,0
192,PAYMENT,55529.51,C2071630855,2616188.55,2560659.04,M4030890932,0.0,0.0,0
316,CASH_OUT,365531.39,C7969064159,1621662.87,1256131.48,C1349197064,3483572.34,3849103.73,0
8,CASH_OUT,107751.23,C3317907254,2922367.06,2814615.83,C4270445110,1132584.45,1240335.68,0
89,CASH_OUT,252730.91,C6775902993,973989.19,721258.2799999999,C3440482377,3037440.81,3290171.72,1
240,CASH_IN,324108.09,C4978741484,3618865.6,3942973.69,C6180680629,995154.74,1319262.83,0
24,CASH_IN,284435.48,C1389986002,996802.42,1281237.9,C8832503484,2862277.48,3146712.96,0
16,PAYMENT,112785.54,C2275761705,3379346.38,3266560.84,M3789957673,0.0,0.0,1
335,PAYMENT,450844.57,C8871004537,3981126.15,3530281.58,M7286811640,0.0,0.0,0
211,CASH_OUT,255801.72,C9627982974,1390243.86,1134442.1400000001,C2221238495,2092391.41,2348193.13,0
253,CASH_OUT,170265.89,C2973881837,3769767.11,3599501.2199999997,C1556247817,3169555.39,3339821.2800000003,1
202,PAYMENT,11011.9,C4156832419,3231784.39,3220772.49,M2277433665,0.0,0.0,0
196,PAYMENT,185687.26,C3471869635,2392475.83,2206788.5700000003,M2612426097,0.0,0.0,0
35,PAYMENT,458674.41,C4434647489,2675135.05,2216460.6399999997,M3993897858,0.0,0.0,1
438,PAYMENT,70209.97,C8198635618,3589944.55,3519734.5799999996,M3667774356,0.0,0.0,1
287,CASH_IN,24439.58,C3247028534,137929.47,162369.05,C6757349141,4199581.94,4224021.5200000005,1
133,PAYMENT,225106.04,C2871075615,2954313.69,2729207.65,M6816683114,0.0,0.0,0
489,CASH_IN,258388.02,C4923791556,1275415.46,1533803.48,C7071614321,1962254.71,2220642.73,0
342,CASH_OUT,8982.94,C8324804852,2733460.2,2724477.2600000002,C5078015316,2466055.0,2475037.94,0
276,CASH_IN,323722.14,C3927502011,243822.18,567544.3200000001,C7626524738,2473751.89,2797474.0300000003,1
116,PAYMENT,336278.08,C2763796824,3554702.68,3218424.6,M8278087430,0.0,0.0,0
62,PAYMENT,414116.39,C8213432728,4847955.14,4433838.75,M5928052609,0.0,0.0,1
449,PAYMENT,180994.48,C1869125874,947091.25,766096.77,M6754667998,0.0,0.0,0
198,PAYMENT,363960.73,C8390690151,3031674.43,2667713.7,M5193665445,0.0,0.0,0
326,CASH_OUT,433423.41,C4674166920,4159695.59,3726272.1799999997,C4401215716,529254.16,962677.5700000001,0
336,PAYMENT,214194.79,C6200631951,1065609.15,851414.3599999999,M7591677514,0.0,0.0,0
128,PAYMENT,289180.24,C7761231390,3683854.9,3394674.66,M6634311242,0.0,0.0,0
282,CASH_OUT,167431.95,C9481973796,2272989.78,2105557.8299999996,C6412142538,827685.92,995117.8700000001,0
181,CASH_IN,386464.01,C6974777546,1988834.66,2375298.67,C5274927375,1430092.26,1816556.27,1
419,CASH_OUT,306744.56,C8526098628,2527155.67,2220411.11,C6809320482,4294371.6,4601116.159999999,0
73,CASH_IN,399039.12,C9380035474,2170780.33,2569819.45,C2747322983,779896.71,1178935.83,1
308,PAYMENT,185662.52,C1574617858,1524893.26,1339230.74,M4838998066,0.0,0.0,1
395,CASH_IN,445091.44,C8356892627,3097438.14,3542529.58,C6808740379,1835082.24,2280173.68,0
76,CASH_OUT,438013.16,C5499746422,4346337.1,3908323.9399999995,C1747857083,477961.28,915974.44,0
115,CASH_IN,395555.84,C3738777952,4937551.35,5333107.1899999995,C9207002085,4662445.52,5058001.359999999,1
45,CASH_IN,143187.38,C8343045066,352393.22,495580.6,C9134705476,4801018.74,4944206.12,0
95,PAYMENT,195724.49,C3230375345,3738561.82,3542837.33,M9474995216,0.0,0.0,0
393,CASH_OUT,324310.67,C8650163880,4844333.68,4520023.01,C2520710065,3008206.71,3332517.38,0
236,PAYMENT,7327.84,C4376874386,1862835.94,1855508.0999999999,M2669805507,0.0,0.0,0
9,CASH_IN,209807.1,C9327392627,1418971.69,1628778.79,C2329896081,3828139.21,4037946.31,0
162,PAYMENT,233933.31,C7063349132,3763446.32,3529513.01,M9784707778,0.0,0.0,0
94,CASH_IN,2833.57,C1729835716,730773.14,733606.71,C9470831843,4490678.16,4493511.73,0
281,CASH_OUT,477383.44,C8285240589,1972193.72,1494810.28,C3503671483,2433834.61,2911218.05,1
409,CASH_OUT,52632.03,C2953917045,3005789.47,2953157.4400000004,C7326347440,2923899.67,2976531.6999999997,0
81,PAYMENT,195671.7,C1597729200,1741824.01,1546152.31,M2495372774,0.0,0.0,1
